Date,Open,High,Low,Close,Volume,Market Cap,MSTR Stock,PYPL_Stock,BDT_Stock
2020-11-24,18365.01,19348.27,18128.66,19107.46,51469565009,3.55E+11,247.23,206,10200
2020-11-25,19104.41,19390.97,18581.15,18732.12,43710357371,3.48E+11,270.28,214.46,10650
2020-11-26,18729.84,18866.29,16351.03,17150.62,61396835737,3.18E+11,270.28,211.39,10700
2020-11-27,17153.91,17445.02,16526.42,17108.4,38886494645,3.17E+11,271.26,211.39,10100
2020-11-28,17112.93,17853.94,16910.65,17717.42,32601040734,3.29E+11,271.26,214.12,10100
2020-11-29,17719.63,18283.63,17559.12,18177.48,31133957704,3.37E+11,271.26,214.12,10100
2020-11-30,18178.32,19749.26,18178.32,19625.84,47728480399,3.64E+11,342.77,214.12,10100
2020-12-01,19633.77,19845.98,18321.92,18803,49633658712,3.49E+11,324,216.54,10150
2020-12-02,18801.74,19308.33,18347.72,19201.09,37387697139,3.56E+11,321.32,212.56,9680
2020-12-03,19205.93,19566.19,18925.78,19445.4,31930317405,3.61E+11,331.6,214.54,9440
2020-12-04,19446.97,19511.4,18697.19,18699.77,33872388058,3.47E+11,328,217.77,9740
2020-12-05,18698.39,19160.45,18590.19,19154.23,27242455064,3.56E+11,328,217.93,9740
2020-12-06,19154.18,19390.5,18897.89,19345.12,25293775714,3.59E+11,328,217.93,9740
2020-12-07,19343.13,19411.83,18931.14,19191.63,26896357742,3.56E+11,336.22,217.93,9180
2020-12-08,19191.53,19283.48,18269.95,18321.14,31692288756,3.40E+11,289.45,216.94,9220
2020-12-09,18320.88,18626.29,17935.55,18553.92,34420373071,3.44E+11,286.21,210.8,8830
2020-12-10,18553.3,18553.3,17957.07,18264.99,25547132265,3.39E+11,290.33,215.34,8830
2020-12-11,18263.93,18268.45,17619.53,18058.9,27919640985,3.35E+11,285.92,214.06,8840
2020-12-12,18051.32,18919.55,18046.04,18803.66,21752580802,3.49E+11,285.92,220.79,8840
2020-12-13,18806.77,19381.54,18734.33,19142.38,25450468637,3.55E+11,285.92,220.79,8840
2020-12-14,19144.49,19305.1,19012.71,19246.64,22473997681,3.57E+11,279.53,220.79,9040
2020-12-15,19246.92,19525.01,19079.84,19417.08,26741982542,3.61E+11,285.79,221.6,9370
2020-12-16,19418.82,21458.91,19298.32,21310.6,44409011479,3.96E+11,299.12,230.2,9230
2020-12-17,21308.35,23642.66,21234.68,22805.16,71378606374,4.24E+11,297.8,235.51,9560
2020-12-18,22806.8,23238.6,22399.81,23137.96,40387896275,4.30E+11,301.2,236.45,9200
2020-12-19,23132.87,24085.86,22826.47,23869.83,38487546580,4.43E+11,301.2,237.72,9200
2020-12-20,23861.77,24209.66,23147.71,23477.3,37844228422,4.36E+11,301.2,237.72,9200
2020-12-21,23474.46,24059.98,22159.37,22803.08,45852713981,4.24E+11,317.6,237.72,8920
2020-12-22,22794.04,23789.9,22430.6,23783.03,44171632681,4.42E+11,331.5,243.49,8310
2020-12-23,23781.97,24024.49,22802.65,23241.34,51146161904,4.32E+11,337.18,239.44,8190
2020-12-24,23240.2,23768.34,22777.6,23735.95,41080759713,4.41E+11,322.61,238.64,7970
2020-12-25,23733.57,24710.1,23463.67,24664.79,42068395846,4.58E+11,322.61,235.73,7970
2020-12-26,24677.02,26718.07,24522.69,26437.04,48332647295,4.91E+11,322.61,235.73,7970
2020-12-27,26439.37,28288.84,25922.77,26272.29,66479895605,4.88E+11,322.61,235.73,7970
2020-12-28,26280.82,27389.11,26207.64,27084.81,49056742893,5.03E+11,370,235.73,7780
2020-12-29,27081.81,27370.72,25987.3,27362.44,45265946774,5.09E+11,366.07,231.03,7850
2020-12-30,27360.09,28937.74,27360.09,28840.95,51287442704,5.36E+11,389.97,231.51,7870
2020-12-31,28841.57,29244.88,28201.99,29001.72,46754964848,5.39E+11,388.55,234.2,7870
2021-01-01,28994.01,29600.63,28803.59,29374.15,40730301359,5.46E+11,388.55,231.92,7870
2021-01-02,29376.46,33155.12,29091.18,32127.27,67865420765,5.97E+11,388.55,231.92,7870
2021-01-03,32129.41,34608.56,32052.32,32782.02,78665235202,6.09E+11,388.55,231.92,7870
2021-01-04,32810.95,33440.22,28722.76,31971.91,81163475344,5.94E+11,425.22,231.92,8090
2021-01-05,31977.04,34437.59,30221.19,33992.43,67547324782,6.32E+11,428.63,234.91,7830
2021-01-06,34013.61,36879.7,33514.03,36824.36,75289433811,6.85E+11,480.55,226.83,8310
2021-01-07,36833.87,40180.37,36491.19,39371.04,84762141031,7.32E+11,535.75,235.04,8740
2021-01-08,39381.77,41946.74,36838.64,40797.61,88107519480,7.59E+11,531.64,242.46,10250
2021-01-09,40788.64,41436.35,38980.88,40254.55,61984162837,7.49E+11,531.64,237.5,10250
2021-01-10,40254.22,41420.19,35984.63,38356.44,79980747690,7.13E+11,531.64,237.5,10250
2021-01-11,38346.53,38346.53,30549.6,35566.66,1.23E+11,6.61E+11,495.49,237.5,10500
2021-01-12,35516.36,36568.53,32697.98,33922.96,74773277909,6.31E+11,514.24,237.64,9160
2021-01-13,33915.12,37599.96,32584.67,37316.36,69364315979,6.94E+11,519.26,244.9,8760
2021-01-14,37325.11,39966.41,36868.56,39187.33,63615990033,7.29E+11,631,242.06,8600
2021-01-15,39156.71,39577.71,34659.59,36825.37,67760757881,6.85E+11,578.07,239.79,8330
2021-01-16,36821.65,37864.37,35633.55,36178.14,57706187875,6.73E+11,578.07,247.25,8330
2021-01-17,36163.65,36722.35,34069.32,35791.28,52359854336,6.66E+11,578.07,247.25,8330
2021-01-18,35792.24,37299.29,34883.84,36630.08,49511702429,6.81E+11,578.07,247.25,8800
2021-01-19,36642.23,37755.89,36069.81,36069.81,57244195486,6.71E+11,592.21,247.25,8550
2021-01-20,36050.11,36378.33,33570.48,35547.75,66834573161,6.61E+11,550.82,244.26,8840
2021-01-21,35549.4,35552.68,30250.75,30825.7,75643067688,5.74E+11,520.46,248.64,9600
2021-01-22,30817.63,33811.85,28953.37,33005.76,77207272511,6.14E+11,577.03,252,9020
2021-01-23,32985.76,33360.98,31493.16,32067.64,48354737975,5.97E+11,577.03,247.75,9020
2021-01-24,32064.38,32944.01,31106.69,32289.38,48643830599,6.01E+11,577.03,247.75,9020
2021-01-25,32285.8,34802.74,32087.79,32366.39,59897054838,6.02E+11,571.42,247.75,8770
2021-01-26,32358.61,32794.55,31030.27,32569.85,60255421470,6.06E+11,559.81,241,9200
2021-01-27,32564.03,32564.03,29367.14,30432.55,62576762015,5.66E+11,540.1,229.94,8830
2021-01-28,30441.04,33858.31,30023.21,33466.1,76517157706,6.23E+11,578.38,237.79,8690
2021-01-29,34318.67,38406.26,32064.81,34316.39,1.18E+11,6.39E+11,617.31,234.31,8280
2021-01-30,34295.94,34834.71,32940.19,34269.52,65141828798,6.38E+11,617.31,241.85,8280
2021-01-31,34270.88,34288.33,32270.18,33114.36,52754542671,6.16E+11,617.31,241.85,8280
2021-02-01,33114.58,34638.21,32384.23,33537.18,61400400660,6.24E+11,634.56,241.85,8290
2021-02-02,33533.2,35896.88,33489.22,35510.29,63088585433,6.61E+11,687.92,241.85,8360
2021-02-03,35510.82,37480.19,35443.98,37472.09,61166818159,6.98E+11,741.19,241.85,8520
2021-02-04,37475.1,38592.18,36317.5,36926.06,68838074392,6.88E+11,765.59,249.1,8580
2021-02-05,36931.55,38225.91,36658.76,38144.31,58598066402,7.10E+11,806,251.9,8270
2021-02-06,38138.39,40846.55,38138.39,39266.01,71326033653,7.31E+11,806,270.43,8270
2021-02-07,39250.19,39621.84,37446.15,38903.44,65500641143,7.24E+11,806,269.44,8270
2021-02-08,38886.83,46203.93,38076.32,46196.46,1.01E+11,8.60E+11,1041,282.17,8580
2021-02-09,46184.99,48003.72,45166.96,46481.1,91809846886,8.66E+11,1272.94,284.2,9130
2021-02-10,46469.76,47145.57,43881.15,44918.18,87301089896,8.37E+11,974.48,283.18,9030
2021-02-11,44898.71,48463.47,44187.76,47909.33,81388911810,8.92E+11,1009.94,285.03,9030
2021-02-12,47877.03,48745.73,46424.98,47504.85,76555041196,8.85E+11,1034.31,298.37,9030
2021-02-13,47491.2,48047.74,46392.28,47105.52,70250456155,8.77E+11,1034.31,304.79,9030
2021-02-14,47114.51,49487.64,47114.51,48717.29,71248675228,9.08E+11,1034.31,304.79,9030
2021-02-15,48696.54,48875.57,46347.48,47945.06,77069903166,8.93E+11,1034.31,304.79,9120
2021-02-16,47944.46,50341.1,47201.3,49199.87,77049582886,9.17E+11,955,304.79,9440
2021-02-17,49207.28,52533.91,49072.38,52149.01,80820545404,9.72E+11,941.8,297.2,9450
2021-02-18,52140.97,52474.11,51015.76,51679.8,52054723579,9.63E+11,927.78,290.81,9730
2021-02-19,51675.98,56113.65,50937.28,55888.13,63495496918,1.04E+12,963.72,286.92,10150
2021-02-20,55887.34,57505.23,54626.56,56099.52,68145460026,1.05E+12,963.72,273.85,10150
2021-02-21,56068.57,58330.57,55672.61,57539.94,51897585191,1.07E+12,963.72,273.85,10150
2021-02-22,57532.74,57533.39,48967.57,54207.32,92052420332,1.01E+12,876,273.85,13150
2021-02-23,54204.93,54204.93,45290.59,48824.43,1.06E+11,9.10E+11,691.23,265,11700
2021-02-24,48835.09,51290.14,47213.5,49705.33,63695521388,9.26E+11,817.69,266.07,12350
2021-02-25,49709.08,51948.97,47093.85,47093.85,54506565949,8.78E+11,731.61,253.94,12350
2021-02-26,47180.46,48370.79,44454.84,46339.76,3.51E+11,8.64E+11,750.41,259.85,10500
2021-02-27,46344.77,48253.27,45269.03,46188.45,45910946382,8.61E+11,750.41,273.63,10500
2021-02-28,46194.02,46716.43,43241.62,45137.77,53443887451,8.41E+11,750.41,273.63,10500
2021-03-01,45159.5,49784.02,45115.09,49631.24,53891300112,9.25E+11,782.44,273.63,10500
2021-03-02,49612.11,50127.51,47228.85,48378.99,47530897720,9.02E+11,748.5,269.19,10250
2021-03-03,48415.81,52535.14,48274.32,50538.24,53220811975,9.42E+11,731.57,255.06,10300
2021-03-04,50522.31,51735.09,47656.93,48561.17,52343816680,9.05E+11,645.66,239.07,10350
2021-03-05,48527.03,49396.43,46542.51,48927.3,48625928883,9.12E+11,620.24,239.05,10250
2021-03-06,48899.23,49147.22,47257.53,48912.38,34363564661,9.12E+11,620.24,226.09,10250
2021-03-07,48918.68,51384.37,48918.68,51206.69,43137459378,9.55E+11,620.24,226.09,10250
2021-03-08,51174.12,52314.07,49506.05,52246.52,48597428048,9.74E+11,624.19,226.09,10650
2021-03-09,52272.97,54824.12,51981.83,54824.12,50912227385,1.02E+12,715.99,241.76,13500
2021-03-10,54824.01,57258.25,53290.89,56008.55,57295577614,1.04E+12,756.55,242.07,13600
2021-03-11,55963.18,58091.06,54484.59,57805.12,56772343595,1.08E+12,803.75,253.83,13400
2021-03-12,57821.22,57996.62,55376.65,57332.09,55689944702,1.07E+12,784,250.35,13850
2021-03-13,57343.37,61683.86,56217.97,61243.08,60669829814,1.14E+12,784,249.98,13850
2021-03-14,61221.13,61597.92,59302.32,59302.32,43901225564,1.11E+12,784,249.98,13850
2021-03-15,59267.43,60540.99,55393.17,55907.2,66419369890,1.04E+12,769.01,249.98,12450
2021-03-16,55840.79,56833.18,53555.03,56804.9,59749798599,1.06E+12,724.29,249.31,12000
2021-03-17,56825.83,58969.82,54528.63,58870.89,60258313191,1.10E+12,770.99,251.47,12000
2021-03-18,58893.08,60116.25,54253.58,57858.92,55746041000,1.08E+12,732.05,238.41,13100
2021-03-19,57850.44,59498.38,56643.7,58346.65,49063873786,1.09E+12,777.04,241.28,13700
2021-03-20,58332.26,60031.29,58213.3,58313.64,50361731222,1.09E+12,777.04,244.39,13700
2021-03-21,58309.91,58767.9,56005.62,57523.42,51943414539,1.07E+12,777.04,244.39,13700
2021-03-22,57517.89,58471.48,54288.16,54529.15,56521454974,1.02E+12,724.56,244.39,14000
2021-03-23,54511.66,55985.44,53470.69,54738.94,56435023914,1.02E+12,677.21,243.77,13150
2021-03-24,54710.49,57262.38,52514.33,52774.26,70567223787,9.85E+11,621.57,234.27,13000
2021-03-25,52726.75,53392.39,50856.57,51704.16,67999812841,9.65E+11,620.91,234.24,13050
2021-03-26,51683.01,55137.31,51579.86,55137.31,56652197978,1.03E+12,624,241.03,13300
2021-03-27,55137.57,56568.22,54242.91,55973.51,47266542233,1.04E+12,624,235.67,13300
2021-03-28,55974.94,56610.31,55071.11,55950.75,47686580918,1.04E+12,624,235.67,13300
2021-03-29,55947.9,58342.1,55139.34,57750.2,57625587027,1.08E+12,631.34,235.67,13050
2021-03-30,57750.13,59447.22,57251.55,58917.69,54414116432,1.10E+12,653.98,236.54,13900
2021-03-31,58930.28,59930.03,57726.42,58918.83,65520826225,1.10E+12,678.8,242.84,13700
2021-04-01,58926.56,59586.07,58505.28,59095.81,61669163792,1.10E+12,703.56,247.54,14200
2021-04-02,59098.88,60267.19,58869.28,59384.31,58727860620,1.11E+12,703.56,251.02,15400
2021-04-03,59397.41,60110.27,57603.89,57603.89,59641344484,1.08E+12,703.56,251.02,15400
2021-04-04,57604.84,58913.75,57168.68,58758.56,50749662970,1.10E+12,703.56,251.02,15400
2021-04-05,58760.87,59891.3,57694.83,59057.88,60706272115,1.10E+12,720.55,251.02,15050
2021-04-06,59171.93,59479.58,57646.81,58192.36,66058027988,1.09E+12,704.58,253.19,15400
2021-04-07,58186.51,58731.14,55604.02,56048.94,75645303584,1.05E+12,656.2,255.6,14650
2021-04-08,56099.91,58338.74,55879.08,58323.95,53053855641,1.09E+12,690.12,264.5,14250
2021-04-09,58326.56,58937.05,57807.86,58245,46655208546,1.09E+12,711,266.77,14600
2021-04-10,58253.78,61276.67,58038.71,59793.24,58238470525,1.12E+12,711,269.03,14600
2021-04-11,59846.23,60790.56,59289.8,60204.96,46280252580,1.12E+12,711,269.03,14600
2021-04-12,60175.94,61253.04,59589.87,59893.45,51828688519,1.12E+12,718.24,269.03,15000
2021-04-13,59890.02,63742.28,59869.96,63503.46,69983454362,1.19E+12,848.54,275.43,14400
2021-04-14,63523.75,64863.1,61554.8,63109.7,77451779687,1.18E+12,735.5,267.21,15850
2021-04-15,63075.2,63821.67,62208.96,63314.01,60954381579,1.18E+12,740.15,274,14950
2021-04-16,63258.51,63594.72,60222.53,61572.79,84293007468,1.15E+12,693.62,269.87,14650
2021-04-17,61529.92,62572.18,60361.35,60683.82,66138759198,1.13E+12,693.62,267.91,14650
2021-04-18,60701.89,61057.46,52829.54,56216.19,97468872758,1.05E+12,693.62,267.91,14650
2021-04-19,56191.58,57520.05,54368.59,55724.27,65344865159,1.04E+12,637.52,267.91,13900
2021-04-20,55681.79,57062.15,53448.05,56473.03,67849323955,1.06E+12,646.45,264.43,13500
2021-04-21,56471.13,56757.97,53695.47,53906.09,54926612466,1.01E+12,650.46,264.89,13800
2021-04-22,53857.11,55410.23,50583.81,51762.27,74798630778,9.67E+11,598.2,262.27,13000
2021-04-23,51739.81,52120.79,47714.66,51093.65,86668667320,9.55E+11,613.04,266.03,12250
2021-04-24,51143.23,51167.56,48805.28,50050.87,49014494781,9.35E+11,613.04,271.72,12250
2021-04-25,50052.83,50506.02,47159.49,49004.25,46117114240,9.16E+11,613.04,271.72,12250
2021-04-26,49077.79,54288,48852.8,54021.75,58284039825,1.01E+12,658.82,271.72,12450
2021-04-27,54030.3,55416.96,53319.19,55033.12,49448222757,1.03E+12,676.99,268.82,12250
2021-04-28,55036.64,56227.21,53887.92,54824.7,48000572955,1.02E+12,680.82,271.09,12100
2021-04-29,54858.09,55115.84,52418.03,53555.11,46088929780,1.00E+12,655.01,267.85,11900
2021-04-30,53568.66,57900.72,53129.6,57750.18,52395931985,1.08E+12,657.16,262.29,11650
2021-05-01,57714.66,58448.34,57052.27,57828.05,42836427360,1.08E+12,657.16,259.09,11650
2021-05-02,57825.86,57902.59,56141.91,56631.08,38177405335,1.06E+12,657.16,259.09,11650
2021-05-03,56620.27,58973.31,56590.87,57200.29,51713139031,1.07E+12,635.62,259.09,11750
2021-05-04,57214.18,57214.18,53191.43,53333.54,68564706967,9.97E+11,616.88,250.16,12150
2021-05-05,53252.16,57911.36,52969.06,57424.01,69241316747,1.07E+12,623.45,247.4,12150
2021-05-06,57441.31,58363.31,55382.51,56396.51,69523285106,1.05E+12,609.08,252.02,12100
2021-05-07,56413.95,58606.63,55321.85,57356.4,68434023376,1.07E+12,620.46,253.36,11950
2021-05-08,57352.77,59464.61,56975.21,58803.78,65382980634,1.10E+12,620.46,243.63,11950
2021-05-09,58877.39,59210.88,56482,58232.32,65906690347,1.09E+12,620.46,243.63,11950
2021-05-10,58250.87,59519.35,54071.46,55859.8,71776546298,1.04E+12,569.46,243.63,12000
2021-05-11,55847.24,56872.54,54608.65,56704.57,61308396325,1.06E+12,576.96,248.6,11550
2021-05-12,56714.53,57939.36,49150.53,49150.53,75215403907,9.20E+11,541.88,239.91,12150
2021-05-13,49735.43,51330.84,46980.02,49716.19,96721152926,9.30E+11,488.08,240.8,11250
2021-05-14,49682.98,51438.12,48868.58,49880.53,55737497453,9.33E+11,521.31,246.29,11300
2021-05-15,49855.49,50639.67,46664.14,46760.19,59161047474,8.75E+11,521.31,246.29,11300
2021-05-16,46716.64,49720.04,43963.35,46456.06,64047871555,8.69E+11,521.31,246.29,11300
