Date,Open,High,Low,Close,Volume,Market Cap
2018-09-15,6754.64,6774.75,6620.75,6707.26,3295500000,1.16E+11
2018-09-16,6710.8,6884.64,6689.71,6884.64,4019000000,1.19E+11
2018-09-17,6891.08,7109.56,6882.34,7096.28,4659940000,1.22E+11
2018-09-18,7091.71,7113.3,6970.82,7047.16,4145880000,1.21E+11
2018-09-19,7043.76,7072.69,6834.69,6978.23,4463250000,1.20E+11
2018-09-20,6973.97,7057.17,6920.16,7037.58,4495650000,1.21E+11
2018-09-21,7044.81,7242.29,7038.05,7193.25,4116050000,1.24E+11
2018-09-22,7189.58,7306.31,7132.16,7272.72,4329540000,1.25E+11
2018-09-23,7279.03,7317.94,7208.15,7260.06,4087760000,1.25E+11
2018-09-24,7263,7388.26,7255.44,7361.66,4273640000,1.27E+11
2018-09-25,7361.46,7388.43,6792.83,6792.83,5800460000,1.17E+11
2018-09-26,6755.14,6755.14,6404.72,6529.17,5523470000,1.13E+11
2018-09-27,6528.92,6555.29,6396.87,6467.07,4264680000,1.12E+11
2018-09-28,6460.17,6534.25,6197.52,6225.98,3835060000,1.07E+11
2018-09-29,6223.38,6446.26,6201.22,6300.86,3671890000,1.09E+11
2018-09-30,6301.57,6374.98,6292.76,6329.7,3714100000,1.09E+11
2018-10-01,6331.88,6398.92,6260.21,6321.2,3849910000,1.09E+11
2018-10-02,6317.01,6363.87,6265.09,6351.8,4064230000,1.10E+11
